,team1,team2,result1,result2,date_of_match,reference
667,MOUZ,Portuguese Family,2,0,2022-08-16,/matches/2357953/mouz-vs-portuguese-family-iem-road-to-rio-2022-europe-open-qualifier-1
668,fnatic,Falcons,14,16,2022-08-16,/matches/2357946/fnatic-vs-falcons-iem-road-to-rio-2022-europe-open-qualifier-1
669,Portuguese Family,777,16,12,2022-08-16,/matches/2357949/portuguese-family-vs-777-iem-road-to-rio-2022-europe-open-qualifier-1
670,Astralis,Aurora,11,16,2022-08-16,/matches/2357944/astralis-vs-aurora-iem-road-to-rio-2022-europe-open-qualifier-1
671,WINDINGO,Redragon,2,0,2022-08-16,/matches/2357778/windingo-vs-redragon-cct-south-america-series-1
672,Sampi,ECSTATIC,11,16,2022-08-16,/matches/2357951/sampi-vs-ecstatic-iem-road-to-rio-2022-europe-open-qualifier-1
673,Sprout,Entropiq,16,8,2022-08-16,/matches/2357950/sprout-vs-entropiq-iem-road-to-rio-2022-europe-open-qualifier-1
674,OG,AVANGAR,16,10,2022-08-16,/matches/2357947/og-vs-avangar-iem-road-to-rio-2022-europe-open-qualifier-1
675,BLUEJAYS,9INE,16,7,2022-08-16,/matches/2357945/bluejays-vs-9ine-iem-road-to-rio-2022-europe-open-qualifier-1
676,AGO,MOUZ,6,16,2022-08-16,/matches/2357948/ago-vs-mouz-iem-road-to-rio-2022-europe-open-qualifier-1
677,777,Ambush,19,16,2022-08-16,/matches/2357938/777-vs-ambush-iem-road-to-rio-2022-europe-open-qualifier-1
678,Aseris,Triple 6,0,2,2022-08-16,/matches/2357895/aseris-vs-triple-6-iem-road-to-rio-2022-middle-east-open-qualifier-1
679,Aurora,Monte,22,20,2022-08-16,/matches/2357929/aurora-vs-monte-iem-road-to-rio-2022-europe-open-qualifier-1
680,Copenhagen Flames,Falcons,10,16,2022-08-16,/matches/2357933/copenhagen-flames-vs-falcons-iem-road-to-rio-2022-europe-open-qualifier-1
681,Websterz,ECSTATIC,17,19,2022-08-16,/matches/2357942/websterz-vs-ecstatic-iem-road-to-rio-2022-europe-open-qualifier-1
682,Eternal Fire,9INE,4,16,2022-08-16,/matches/2357930/eternal-fire-vs-9ine-iem-road-to-rio-2022-europe-open-qualifier-1
683,BLUEJAYS,flowstate,16,10,2022-08-16,/matches/2357931/bluejays-vs-flowstate-iem-road-to-rio-2022-europe-open-qualifier-1
684,Endpoint,fnatic,14,16,2022-08-16,/matches/2357932/endpoint-vs-fnatic-iem-road-to-rio-2022-europe-open-qualifier-1
685,1PIN,Entropiq,10,16,2022-08-16,/matches/2357941/1pin-vs-entropiq-iem-road-to-rio-2022-europe-open-qualifier-1
686,1WIN,AVANGAR,8,16,2022-08-16,/matches/2357934/1win-vs-avangar-iem-road-to-rio-2022-europe-open-qualifier-1
687,Astralis,MASONIC,16,12,2022-08-16,/matches/2357928/astralis-vs-masonic-iem-road-to-rio-2022-europe-open-qualifier-1
688,MOUZ,EC Kyiv,16,7,2022-08-16,/matches/2357936/mouz-vs-ec-kyiv-iem-road-to-rio-2022-europe-open-qualifier-1
689,Sampi,En av de lette,16,4,2022-08-16,/matches/2357943/sampi-vs-en-av-de-lette-iem-road-to-rio-2022-europe-open-qualifier-1
690,Sprout,premghouls,16,9,2022-08-16,/matches/2357940/sprout-vs-premghouls-iem-road-to-rio-2022-europe-open-qualifier-1
691,Portuguese Family,Montecarlo,16,9,2022-08-16,/matches/2357939/portuguese-family-vs-montecarlo-iem-road-to-rio-2022-europe-open-qualifier-1
692,OG,Sangal,16,4,2022-08-16,/matches/2357935/og-vs-sangal-iem-road-to-rio-2022-europe-open-qualifier-1
693,AGO,SAW,16,1,2022-08-16,/matches/2357937/ago-vs-saw-iem-road-to-rio-2022-europe-open-qualifier-1
694,JiJieHao International,InTheClub,2,0,2022-08-16,/matches/2357896/jijiehao-international-vs-intheclub-iem-road-to-rio-2022-middle-east-open-qualifier-1
695,The Union,Isurus,2,0,2022-08-16,/matches/2357777/the-union-vs-isurus-cct-south-america-series-1
696,Lynn Vision,TYLOO,2,1,2022-08-16,/matches/2357884/lynn-vision-vs-tyloo-iem-road-to-rio-2022-china-open-qualifier-1
697,B8,777,2,0,2022-08-16,/matches/2357823/b8-vs-777-elisa-invitational-fall-2022-contenders
698,Rare Atom,Wings Up,2,0,2022-08-16,/matches/2357883/rare-atom-vs-wings-up-iem-road-to-rio-2022-china-open-qualifier-1
699,NKT,ARAVT,2,0,2022-08-16,/matches/2357890/nkt-vs-aravt-iem-road-to-rio-2022-asia-open-qualifier-1
700,IHC,D13,2,0,2022-08-16,/matches/2357889/ihc-vs-d13-iem-road-to-rio-2022-asia-open-qualifier-1
701,ORDER,Encore,2,1,2022-08-16,/matches/2357877/order-vs-encore-iem-road-to-rio-2022-oceania-open-qualifier-1
702,EC Kyiv,yodagus,2,1,2022-08-16,/matches/2357822/ec-kyiv-vs-yodagus-elisa-invitational-fall-2022-contenders
703,Rooster,Morbin5,2,0,2022-08-16,/matches/2357878/rooster-vs-morbin5-iem-road-to-rio-2022-oceania-open-qualifier-1
704,Brazen,Limitless,19,16,2022-08-16,/matches/2357917/brazen-vs-limitless-iem-road-to-rio-2022-north-america-open-qualifier-1
705,BHOP,Detonate,14,16,2022-08-16,/matches/2357915/bhop-vs-detonate-iem-road-to-rio-2022-north-america-open-qualifier-1
706,Gaimin Gladiators,Red Wolves,16,13,2022-08-16,/matches/2357920/gaimin-gladiators-vs-red-wolves-iem-road-to-rio-2022-north-america-open-qualifier-1
707,Legendary,Vendetta,6,16,2022-08-16,/matches/2357919/legendary-vs-vendetta-iem-road-to-rio-2022-north-america-open-qualifier-1
708,TeamOne,Kari,10,16,2022-08-16,/matches/2357918/teamone-vs-kari-iem-road-to-rio-2022-north-america-open-qualifier-1
709,Strife,MagicLight,16,5,2022-08-16,/matches/2357916/strife-vs-magiclight-iem-road-to-rio-2022-north-america-open-qualifier-1
710,Northern Forces,ONET4P,13,16,2022-08-16,/matches/2357914/northern-forces-vs-onet4p-iem-road-to-rio-2022-north-america-open-qualifier-1
711,Complexity,Victorum,16,3,2022-08-16,/matches/2357913/complexity-vs-victorum-iem-road-to-rio-2022-north-america-open-qualifier-1
712,Daotsu,Stars Horizon,2,0,2022-08-16,/matches/2357776/daotsu-vs-stars-horizon-cct-south-america-series-1
713,MIBR Academy,River Plate,2,0,2022-08-16,/matches/2357775/mibr-academy-vs-river-plate-cct-south-america-series-1
714,9INE,forZe,1,2,2022-09-06,/matches/2358301/9ine-vs-forze-esl-challenger-league-season-42-europe
715,TITANS,SC,1,2,2022-09-06,/matches/2358562/titans-vs-sc-steelseries-nova-cup-western-europe-fall-2022
716,Strive in chaos,0to100,2,1,2022-09-06,/matches/2358583/strive-in-chaos-vs-0to100-res-season-3
717,VP.Prodigy,AVANGAR,1,2,2022-09-06,/matches/2358587/vpprodigy-vs-avangar-cyberpark-cup-2022
718,BLUEJAYS,Partizan,2,1,2022-09-06,/matches/2358589/bluejays-vs-partizan-res-season-3
719,ROYALS,SC,0,2,2022-09-06,/matches/2358561/royals-vs-sc-steelseries-nova-cup-western-europe-fall-2022
720,TAG,RCL,2,0,2022-09-06,/matches/2358588/tag-vs-rcl-cyberpark-cup-2022
721,Hotspurs,Sashi,1,2,2022-09-06,/matches/2358526/hotspurs-vs-sashi-elisa-invitational-fall-2022-contenders
722,Tricked,777,2,0,2022-09-06,/matches/2358525/tricked-vs-777-elisa-invitational-fall-2022-contenders
723,BHOP,Squirtle Squad,1,2,2022-09-06,/matches/2358577/bhop-vs-squirtle-squad-esl-challenger-league-season-42-north-america
724,TeamOne,Infinity,16,8,2022-09-06,/matches/2358184/teamone-vs-infinity-iem-road-to-rio-2022-north-america-open-qualifier-3
725,Aurora,fnatic Rising,2,1,2022-10-03,/matches/2359321/aurora-vs-fnatic-rising-esea-advanced-season-42-europe
726,TTC,SNOGARD Dragons,2,0,2022-10-03,/matches/2359363/ttc-vs-snogard-dragons-fragster-league-season-2
727,SNOGARD Dragons,Party Daddlers,2,1,2022-10-03,/matches/2359353/snogard-dragons-vs-party-daddlers-fragster-league-season-2
728,BHOP,Sojoga,1,2,2022-10-03,/matches/2359343/bhop-vs-sojoga-cct-north-america-series-1
729,DUELISTS,WetKillers,1,2,2022-10-03,/matches/2359368/duelists-vs-wetkillers-nitro-cup-2022
730,Liquid,Vitality,2,3,2022-10-03,/matches/2358335/liquid-vs-vitality-esl-pro-league-season-16
731,Ninjas in Pyjamas,Vitality,0,2,2022-09-01,/matches/2357698/ninjas-in-pyjamas-vs-vitality-esl-pro-league-season-16
732,Eternal Fire,Peace of Heroes,2,0,2022-09-01,/matches/2358507/eternal-fire-vs-peace-of-heroes-esa-supremes-fall-2022
733,Into the Breach,EKO,1,2,2022-09-01,/matches/2358502/into-the-breach-vs-eko-steelseries-nova-cup-uk-ireland-fall-2022
734,SAW,Apeks,2,0,2022-09-01,/matches/2358044/saw-vs-apeks-flow-fireleague-2022-europe-closed-qualifier
735,Brosskiez,gothboiclique,1,2,2022-09-01,/matches/2358506/brosskiez-vs-gothboiclique-esa-supremes-fall-2022
736,Falcons,SKADE,2,0,2022-09-01,/matches/2358458/falcons-vs-skade-cct-central-europe-series-1
737,Partizan,KTRL,2,0,2022-09-01,/matches/2358495/partizan-vs-ktrl-res-season-3
738,Natus Vincere,fnatic,2,1,2022-09-01,/matches/2357697/natus-vincere-vs-fnatic-esl-pro-league-season-16
739,blacklaminate,Goliath,0,2,2022-09-01,/matches/2358503/blacklaminate-vs-goliath-esl-challenger-rotterdam-2022-south-africa-open-qualifier-2
740,DNMK,Vdrxp,2,0,2022-09-01,/matches/2358504/dnmk-vs-vdrxp-esl-challenger-rotterdam-2022-south-africa-open-qualifier-2
741,BLUEJAYS,Strive in chaos,0,2,2022-09-01,/matches/2358494/bluejays-vs-strive-in-chaos-res-season-3
742,Tricked,MIBR,1,2,2022-09-01,/matches/2358457/tricked-vs-mibr-cct-central-europe-series-1
743,AVANGAR,Websterz,0,2,2022-09-01,/matches/2358499/avangar-vs-websterz-cyberpark-cup-2022
744,EC Kyiv,MASONIC,2,1,2022-09-01,/matches/2358268/ec-kyiv-vs-masonic-elisa-invitational-fall-2022-contenders
745,Spirit,Endpoint,2,1,2022-09-01,/matches/2357696/spirit-vs-endpoint-esl-pro-league-season-16
746,TAG,xDDDD,2,0,2022-09-01,/matches/2358498/tag-vs-xdddd-cyberpark-cup-2022
747,Eternal Fire,Enterprise,1,2,2022-09-01,/matches/2358456/eternal-fire-vs-enterprise-cct-central-europe-series-1
748,EYEBALLERS,Into the Breach,0,2,2022-09-01,/matches/2358267/eyeballers-vs-into-the-breach-elisa-invitational-fall-2022-contenders
749,Vendetta,Brazen,16,9,2022-09-01,/matches/2358157/vendetta-vs-brazen-iem-road-to-rio-2022-north-america-open-qualifier-2
750,Evil Geniuses,Limitless,19,17,2022-09-01,/matches/2358155/evil-geniuses-vs-limitless-iem-road-to-rio-2022-north-america-open-qualifier-2
751,Kari,Mythic,8,16,2022-09-01,/matches/2358161/kari-vs-mythic-iem-road-to-rio-2022-north-america-open-qualifier-2
752,Unjustified,ATK,5,16,2022-09-01,/matches/2358162/unjustified-vs-atk-iem-road-to-rio-2022-north-america-open-qualifier-2
753,Strife,Victorum,16,3,2022-09-01,/matches/2358159/strife-vs-victorum-iem-road-to-rio-2022-north-america-open-qualifier-2
754,Infinity,BHOP,7,16,2022-09-01,/matches/2358158/infinity-vs-bhop-iem-road-to-rio-2022-north-america-open-qualifier-2
755,Detonate,timbermen,11,16,2022-09-01,/matches/2358160/detonate-vs-timbermen-iem-road-to-rio-2022-north-america-open-qualifier-2
756,TeamOne,Northern Forces,16,3,2022-09-01,/matches/2358156/teamone-vs-northern-forces-iem-road-to-rio-2022-north-america-open-qualifier-2
757,The Union,Daotsu,0,2,2022-09-01,/matches/2358492/the-union-vs-daotsu-liga-gamers-club-2022-serie-a-august-cup
758,FTW,Bad News Eagles,0,2,2022-09-01,/matches/2358043/ftw-vs-bad-news-eagles-flow-fireleague-2022-europe-closed-qualifier
759,paiN,Meta BR,2,0,2022-08-27,/matches/2358259/pain-vs-meta-br-cct-south-america-series-1
760,NASR,JiJieHao International,1,2,2022-08-27,/matches/2358217/nasr-vs-jijiehao-international-iem-road-to-rio-2022-middle-east-closed-qualifier
761,Astralis,Illuminar,2,0,2022-08-27,/matches/2358143/astralis-vs-illuminar-iem-road-to-rio-2022-europe-open-qualifier-4
762,SAW,GamerLegion,2,0,2022-08-27,/matches/2358146/saw-vs-gamerlegion-iem-road-to-rio-2022-europe-open-qualifier-4
763,Triple 6,JPB,1,2,2022-08-27,/matches/2358218/triple-6-vs-jpb-iem-road-to-rio-2022-middle-east-closed-qualifier
764,1WIN,Forward,2,0,2022-08-27,/matches/2358145/1win-vs-forward-iem-road-to-rio-2022-europe-open-qualifier-4
765,Benched Heroes,TAG,22,20,2022-08-27,/matches/2358138/benched-heroes-vs-tag-iem-road-to-rio-2022-europe-open-qualifier-4
766,Lilmix,askars,2,0,2022-08-27,/matches/2358269/lilmix-vs-askars-nordic-masters-fall-2022-sweden-closed-qualifier
767,HEET,xDDDD,16,12,2022-08-27,/matches/2358137/heet-vs-xdddd-iem-road-to-rio-2022-europe-open-qualifier-4
768,P2N,Illuminar,19,22,2022-08-27,/matches/2358136/p2n-vs-illuminar-iem-road-to-rio-2022-europe-open-qualifier-4
769,Astralis,BLUEJAYS,16,11,2022-08-27,/matches/2358135/astralis-vs-bluejays-iem-road-to-rio-2022-europe-open-qualifier-4
770,Natus Vincere,Vitality,2,0,2022-08-27,/matches/2357665/natus-vincere-vs-vitality-blast-premier-fall-groups-2022
771,ECLOT,Tricked,2,0,2022-08-27,/matches/2358251/eclot-vs-tricked-cct-central-europe-series-1
772,Sashi,GamerLegion,5,16,2022-08-27,/matches/2358142/sashi-vs-gamerlegion-iem-road-to-rio-2022-europe-open-qualifier-4
773,Finest,Forward,12,16,2022-08-27,/matches/2358139/finest-vs-forward-iem-road-to-rio-2022-europe-open-qualifier-4
774,1WIN,9 Pandas,16,6,2022-08-27,/matches/2358140/1win-vs-9-pandas-iem-road-to-rio-2022-europe-open-qualifier-4
775,TAG,Entropiq,25,23,2022-08-27,/matches/2358126/tag-vs-entropiq-iem-road-to-rio-2022-europe-open-qualifier-4
776,SAW,Anonymo,16,9,2022-08-27,/matches/2358141/saw-vs-anonymo-iem-road-to-rio-2022-europe-open-qualifier-4
777,TYLOO,Wings Up,1,2,2022-08-27,/matches/2358224/tyloo-vs-wings-up-iem-road-to-rio-2022-china-closed-qualifier
778,Sampi,xDDDD,20,22,2022-08-27,/matches/2358124/sampi-vs-xdddd-iem-road-to-rio-2022-europe-open-qualifier-4
779,askars,PROSPECTS,2,1,2022-08-27,/matches/2358187/askars-vs-prospects-nordic-masters-fall-2022-sweden-closed-qualifier
780,Apeks,GamerLegion,15,19,2022-08-27,/matches/2358133/apeks-vs-gamerlegion-iem-road-to-rio-2022-europe-open-qualifier-4
781,OneTap,BLUEJAYS,16,19,2022-08-27,/matches/2358120/onetap-vs-bluejays-iem-road-to-rio-2022-europe-open-qualifier-4
782,HEET,Pusheens,16,14,2022-08-27,/matches/2358123/heet-vs-pusheens-iem-road-to-rio-2022-europe-open-qualifier-4
783,Illuminar,SKADE,16,12,2022-08-27,/matches/2358122/illuminar-vs-skade-iem-road-to-rio-2022-europe-open-qualifier-4
784,Astralis,los kogutos,16,12,2022-08-27,/matches/2358119/astralis-vs-los-kogutos-iem-road-to-rio-2022-europe-open-qualifier-4
785,9 Pandas,LODIS,16,10,2022-08-27,/matches/2358129/9-pandas-vs-lodis-iem-road-to-rio-2022-europe-open-qualifier-4
786,Forward,777,16,11,2022-08-27,/matches/2358128/forward-vs-777-iem-road-to-rio-2022-europe-open-qualifier-4
787,ONYX Talents,Anonymo,7,16,2022-08-27,/matches/2358132/onyx-talents-vs-anonymo-iem-road-to-rio-2022-europe-open-qualifier-4
788,JiJieHao International,JPB,2,1,2022-08-27,/matches/2358215/jijiehao-international-vs-jpb-iem-road-to-rio-2022-middle-east-closed-qualifier
789,Finest,X,16,9,2022-08-27,/matches/2358127/finest-vs-x-iem-road-to-rio-2022-europe-open-qualifier-4
790,premghouls,1WIN,5,16,2022-08-27,/matches/2358130/premghouls-vs-1win-iem-road-to-rio-2022-europe-open-qualifier-4
791,Benched Heroes,yologang420,16,6,2022-08-27,/matches/2358125/benched-heroes-vs-yologang420-iem-road-to-rio-2022-europe-open-qualifier-4
792,EC Brugge,P2N,10,16,2022-08-27,/matches/2358121/ec-brugge-vs-p2n-iem-road-to-rio-2022-europe-open-qualifier-4
793,SAW,Infinite,16,5,2022-08-27,/matches/2358131/saw-vs-infinite-iem-road-to-rio-2022-europe-open-qualifier-4
794,Sashi,Union88,16,3,2022-08-27,/matches/2358134/sashi-vs-union88-iem-road-to-rio-2022-europe-open-qualifier-4
795,Lynn Vision,Rare Atom,2,0,2022-08-27,/matches/2358223/lynn-vision-vs-rare-atom-iem-road-to-rio-2022-china-closed-qualifier
796,TheMongolz,ARAVT,1,2,2022-08-27,/matches/2358206/themongolz-vs-aravt-iem-road-to-rio-2022-asia-closed-qualifier
797,Heroic,Liquid,0,2,2022-08-27,/matches/2357666/heroic-vs-liquid-blast-premier-fall-groups-2022
798,ARCTIC,9z,0,2,2022-08-27,/matches/2358257/arctic-vs-9z-cct-south-america-series-1
799,SKADE,Aurora,0,2,2022-08-27,/matches/2358250/skade-vs-aurora-cct-central-europe-series-1
800,IHC,NKT,2,0,2022-08-27,/matches/2358205/ihc-vs-nkt-iem-road-to-rio-2022-asia-closed-qualifier
801,NASR,Triple 6,2,0,2022-08-27,/matches/2358216/nasr-vs-triple-6-iem-road-to-rio-2022-middle-east-closed-qualifier
802,Fluxo,00NATION,1,0,2022-08-27,/matches/2358260/fluxo-vs-00nation-cct-south-america-series-1
803,Rare Atom,Wings Up,2,1,2022-08-27,/matches/2358221/rare-atom-vs-wings-up-iem-road-to-rio-2022-china-closed-qualifier
804,ODDIK,WINDINGO,2,1,2022-08-27,/matches/2358243/oddik-vs-windingo-cct-south-america-series-1
805,Illuminar,MASONIC,2,0,2022-08-27,/matches/2358249/illuminar-vs-masonic-cct-central-europe-series-1
806,Astralis,OG,0,2,2022-08-27,/matches/2357664/astralis-vs-og-blast-premier-fall-groups-2022
807,Throw Potential,Lilmix,0,2,2022-08-27,/matches/2358186/throw-potential-vs-lilmix-nordic-masters-fall-2022-sweden-closed-qualifier
808,DGG,ORDER,0,2,2022-08-27,/matches/2358211/dgg-vs-order-iem-road-to-rio-2022-oceania-closed-qualifier
809,Rooster,Encore,0,2,2022-08-27,/matches/2358212/rooster-vs-encore-iem-road-to-rio-2022-oceania-closed-qualifier
810,ARAVT,NKT,1,2,2022-08-27,/matches/2358204/aravt-vs-nkt-iem-road-to-rio-2022-asia-closed-qualifier
811,Lynn Vision,TYLOO,2,0,2022-08-27,/matches/2358222/lynn-vision-vs-tyloo-iem-road-to-rio-2022-china-closed-qualifier
812,IHC,TheMongolz,2,0,2022-08-27,/matches/2358203/ihc-vs-themongolz-iem-road-to-rio-2022-asia-closed-qualifier
813,EC Kyiv,Beyond Possible,2,0,2022-08-27,/matches/2358248/ec-kyiv-vs-beyond-possible-cct-central-europe-series-1
814,ORDER,Encore,2,1,2022-08-27,/matches/2358209/order-vs-encore-iem-road-to-rio-2022-oceania-closed-qualifier
815,Rooster,DGG,1,2,2022-08-27,/matches/2358210/rooster-vs-dgg-iem-road-to-rio-2022-oceania-closed-qualifier
816,Electrify Steel,Infinity,1,2,2022-08-27,/matches/2358235/electrify-steel-vs-infinity-egl-premier-season-3
817,Isurus,B4,2,1,2022-08-27,/matches/2358116/isurus-vs-b4-iem-road-to-rio-2022-south-america-open-qualifier-3
818,ARCTIC,Corinthians,2,0,2022-08-27,/matches/2358115/arctic-vs-corinthians-iem-road-to-rio-2022-south-america-open-qualifier-3
819,Corinthians,WINDINGO,22,19,2022-08-27,/matches/2358111/corinthians-vs-windingo-iem-road-to-rio-2022-south-america-open-qualifier-3
820,Sharks,B4,8,16,2022-08-27,/matches/2358113/sharks-vs-b4-iem-road-to-rio-2022-south-america-open-qualifier-3
821,Isurus,ODDIK,19,17,2022-08-27,/matches/2358114/isurus-vs-oddik-iem-road-to-rio-2022-south-america-open-qualifier-3
822,Paquetá,ARCTIC,14,16,2022-08-27,/matches/2358112/paquet-vs-arctic-iem-road-to-rio-2022-south-america-open-qualifier-3
823,B4,Meta BR,22,20,2022-08-27,/matches/2358108/b4-vs-meta-br-iem-road-to-rio-2022-south-america-open-qualifier-3
824,WINDINGO,The Union,19,16,2022-08-27,/matches/2358104/windingo-vs-the-union-iem-road-to-rio-2022-south-america-open-qualifier-3
825,Case,Sharks,12,16,2022-08-27,/matches/2358107/case-vs-sharks-iem-road-to-rio-2022-south-america-open-qualifier-3
826,ARCTIC,Furious,16,8,2022-08-27,/matches/2358106/arctic-vs-furious-iem-road-to-rio-2022-south-america-open-qualifier-3
827,ODDIK,Fluxo,16,4,2022-08-27,/matches/2358109/oddik-vs-fluxo-iem-road-to-rio-2022-south-america-open-qualifier-3
828,Isurus,Stars Horizon,16,8,2022-08-27,/matches/2358110/isurus-vs-stars-horizon-iem-road-to-rio-2022-south-america-open-qualifier-3
829,Corinthians,Daotsu,16,9,2022-08-27,/matches/2358103/corinthians-vs-daotsu-iem-road-to-rio-2022-south-america-open-qualifier-3
830,Paquetá,Los Grandes,16,10,2022-08-27,/matches/2358105/paquet-vs-los-grandes-iem-road-to-rio-2022-south-america-open-qualifier-3
831,Kari,Detonate,0,1,2022-09-16,/matches/2358890/kari-vs-detonate-cct-north-america-series-1
832,Furious,Meta BR,16,12,2022-09-16,/matches/2358910/furious-vs-meta-br-fireleague-latin-power-fall-2022-blast-premier-qualifier
833,fnatic,PACT,16,9,2022-09-16,/matches/2358934/fnatic-vs-pact-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
834,Enterprise,allStars,2,1,2022-09-16,/matches/2358931/enterprise-vs-allstars-twr-eastern-european-masters-fall-2022-last-chance-qualifier
835,Eternal Fire,forZe,2,0,2022-09-16,/matches/2358917/eternal-fire-vs-forze-esl-challenger-rotterdam-2022-europe-closed-qualifier
836,ODDIK,Isurus,16,14,2022-09-16,/matches/2358909/oddik-vs-isurus-fireleague-latin-power-fall-2022-blast-premier-qualifier
837,Redragon,B4 Academy,2,1,2022-09-16,/matches/2358911/redragon-vs-b4-academy-cct-south-america-series-2
838,Tricked,fnatic Rising,2,0,2022-09-16,/matches/2358918/tricked-vs-fnatic-rising-esl-challenger-rotterdam-2022-europe-closed-qualifier
839,1WIN,Iron Branch,0,2,2022-09-16,/matches/2358915/1win-vs-iron-branch-esl-challenger-rotterdam-2022-europe-closed-qualifier
840,Genk,PACT,8,16,2022-09-16,/matches/2358929/genk-vs-pact-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
841,ENCE,MOUZ,0,2,2022-09-16,/matches/2357731/ence-vs-mouz-esl-pro-league-season-16
842,WINDINGO,Mad Kings,12,16,2022-09-16,/matches/2358908/windingo-vs-mad-kings-fireleague-latin-power-fall-2022-blast-premier-qualifier
843,fnatic,LDLC,10,16,2022-09-16,/matches/2358928/fnatic-vs-ldlc-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
844,0to100,Hatred,2,0,2022-09-16,/matches/2358930/0to100-vs-hatred-twr-eastern-european-masters-fall-2022-last-chance-qualifier
845,LDLC,PACT,16,11,2022-09-16,/matches/2358844/ldlc-vs-pact-gam3rs-x-eu-champions-fall-2022-blast-premier-qualifier
